Ticker,Eigenvector_Centrality,ER_eigen_Mean,ER_eigen_Std,DP_Eigen_Mean,DP_Eigen_Std
CMA,0.039934710546506894,0.03730172395320707,0.007949825125125392,0.03381896934611627,0.0028947605295074974
AWI,0.012164276186445517,0.037680820340689467,0.00802493977542413,0.017641229229491347,0.002103282715029766
THG,0.008063401513607921,0.03738807242699122,0.007670669713299104,0.012505172475075365,0.0017597890412615232
CVCO,0.000620902099384869,0.037642388321756586,0.007838365787367062,0.003183353465508675,0.000885619559230631
XEL,0.00579496374710862,0.037202576684897494,0.00756294959405338,0.007344099835411095,0.0013068400657951264
CWAN,0.029129914069913953,0.037060625126797975,0.007903396742769292,0.02473043533044269,0.0023660068442437373
SKT,0.0020232769734843618,0.03739213184289005,0.00762467757852424,0.005252834909051846,0.0011357281762640183
IVT,0.06350679295815106,0.03740049019581083,0.007973815406445437,0.05585959355028831,0.0033366376290252025
OKE,0.04480016004738049,0.03744024302210629,0.007432902617894989,0.045445138837053124,0.003123184378423317
RF,0.09734259455123515,0.03687192512974492,0.0077558576927500246,0.07753491538148236,0.003912998932084179
PKG,0.0168096464787515,0.037614499222066056,0.007493389044645683,0.021697322172517634,0.0022296847040486683
CW,0.021465654318731937,0.03685325873964495,0.007472057837023165,0.03066900827236507,0.0026777839169899557
DRS,0.023087099163949833,0.037397481755531176,0.008205141358784217,0.02175962474844209,0.0022350380148979834
STEP,0.04153856186388962,0.037450983527432674,0.00747341678435716,0.05218372829466821,0.0033034356446948587
CADE,0.08848551361297552,0.03753965160604412,0.007585553560163845,0.07485534875362816,0.0037378064870106768
VERX,0.013692819861347323,0.03740330931011023,0.007482052152286132,0.020645193663580814,0.0021535836496694846
PIPR,0.10640696368440462,0.03766918958566607,0.007429880192070207,0.0954931191971529,0.004158878254397361
