Ticker,Cluster_coefficient,ER_Cluster_Mean,ER_Cluster_Std,DP_Cluster_Mean,DP_Cluster_Std
REGN,0.0,0.036805666414721994,0.011395053690657983,0.0,0.0
MYGN,0.0,0.03619502920963436,0.011167317429764704,0.0,0.0
FCNCA,0.8809523809523809,0.036401022833512826,0.01124723303638753,0.2312190476190476,0.05360296967261051
SSB,0.6491582491582492,0.036473986346749004,0.01151226345860733,0.21265791245791246,0.028222770186917732
CBSH,0.6678765880217786,0.036740637400449666,0.011270360268691352,0.21036600120992133,0.027470309148138684
PB,0.5566905005107252,0.03682729604716667,0.011223871319266556,0.19424540347293157,0.019570481939606022
BOKF,0.5762562444901558,0.036409349237793945,0.011405636932288202,0.1967690273288275,0.019849286290259765
IDA,0.62,0.03676984274742732,0.011284822636278516,0.22870333333333331,0.04758050843108277
HOMB,0.6214035087719298,0.03661594177324991,0.011333124403514822,0.20052491228070177,0.0220499423143381
CRVL,0.8113207547169812,0.036573538941784146,0.011570878712072463,0.21325471698113205,0.028100059633382322
FULT,0.7630252100840336,0.036542049187357394,0.011263945044024127,0.22294117647058825,0.03720902322323415
EBC,0.542441209406495,0.03662341884553023,0.012198272255844063,0.1899173572228443,0.018172928654636055
FHB,0.6659678546471,0.0365583814140127,0.011728427789519427,0.21363731656184484,0.028013008469015062
CBU,0.5830369357045143,0.03653377749006704,0.011455155177912556,0.19672175102599182,0.018919674593888634
FIBK,0.6025293586269196,0.03617323284065709,0.011443174158459154,0.19877988557663354,0.019880888205700997
INDB,0.6701923076923076,0.036781511629429414,0.011799085775174906,0.20754759615384616,0.024478958545821376
PRK,0.6941678520625889,0.03690922936708655,0.011703397120835698,0.2175917496443812,0.035599247086073045
FFBC,0.5565117613310384,0.03573158372125333,0.011424826942200735,0.1952538726333907,0.019129412619069246
IBTX,0.42502004811547717,0.03637371682571789,0.011484886547787579,0.19482357658380112,0.019864918025921087
PFS,0.6352201257861635,0.036856997772020804,0.011979217071087398,0.21286932215234103,0.027664110898417683
LGND,0.8677248677248677,0.03713723267627668,0.011575740395800572,0.22544179894179894,0.043008600458493716
TRMK,0.7032467532467532,0.03671383399271239,0.011863549113158409,0.21207922077922078,0.02735263454602088
EFSC,0.5195968645016797,0.03730899717339765,0.011874425631162361,0.19046114221724525,0.01844215687962815
NIC,0.632788868723533,0.03641467776673439,0.011125424603955384,0.21151724137931036,0.02690716030489469
CHCO,0.6415094339622641,0.03586308876774987,0.010666147046355854,0.21425036284470247,0.027111960332046322
